text,sentiment,category
legislation create governing board happy support,0.8176,pos
amateur thistle academy division east disappointment cup back league business tomorrow point target,-0.5106,neu
group heavy commercial vehicle mechanical technician job,0.0,neu
shaw untrustworthy dead million rat temple,-0.6486,neu
wait wait wait hold switch absolutely irrelevant already local track switch stopping excuse,-0.0772,neu
wishing colleague friend happy thanksgiving hope enjoy long weekend able take beautiful fall colour office closed thanksgiving pictured,0.9571,pos
case completely unacceptable offer shuttle got willful failure willful failure,-0.8718,neg
hi traintime speak rep assistance handle subway bus,0.0,neu
rode thousand time,0.0,neu
economically,0.0,neu
hi lulu sorry call also file formal complaint go,-0.3612,neu
switch westbound service station setup yet starting next month,0.0,neu
tomorrow bus replace oyster bay due signal testing westbound bus depart min usual time see special oyster bay weekend schedule,0.4019,neu
join moderator facilitator person panel discussion new region new york forum transportation engineering highway,0.296,neu
work crew fix gambling hope regular service soon,0.4404,neu
support congestion sending unsafe continuous murder increase traffic lie hurt testify auto,-0.6249,neg
accidentally handed cop tunnel ticket check thinking super offended new power move incase ya one,0.128,neu
express bus central park south hall got,0.0,neu
day mon run weekday schedule plan trip traintime,0.0,neu
met barrage disrespect hostility simply saying excuse police presence subway still feel safe,-0.4767,neu
creep felt lunch deserving seat crowded entire ride curse,-0.5423,neu
downtown street,0.0,neu
murder accepted part daily life becoming murder life cut short one unsafe,-0.886,neg
trying buy getting card approval error tried card fail checked card pending transaction ticket going,-0.4767,neu
murder accepted part daily life becoming murder life cut short one unsafe,-0.886,neg
mi prima ta fan legit freezing,0.2263,neu
marc line union station operating minute due following regional,0.0,neu
patient care site medical nursing job,0.4939,neu
people rich still drive even notice difference everyone else suffer mismanagement,0.0258,neu
local express local express,0.0,neu
express local express local,0.0,neu
love comic con season,0.6369,pos
bay ridge bus stop,-0.296,neu
light memorial discussion genuine question ask people know involved stuff since early day pretentious direction people went place humour activism still,0.4767,neu
trying fix shay,0.0,neu
killing tragic heart go victim one video camera keep people safe billion received covid security unsafe,-0.6369,neu
comment made bad decision pushing brotherly nation narrative russia prize folk like milk tea alliance core enemy mean,-0.296,neu
killing tragic heart go victim one video camera keep people safe billion received covid security unsafe,-0.6369,neu
victor moment fair fare integrate spring right reduced fare program detail fully yet expire next year mailed card,0.3182,neu
employee long island rail road union leader manager jimmy morris go strike company national guard prevent violence damage,-0.8271,neu
one million,0.0,neu
fall damage easily identifiable insect often draw distinct line turf undamaged area detail,-0.2023,neu
bus lane bus new bus lane enforcement camera coming island route transit,0.0,neu
video show man randomly stabbing straphanger need start giving gun paying customer protection,0.0,neu
special schedule special schedule,0.6597,pos
forgot password account got say glad take,0.4588,neu
still cleaning subway car hour smelly gross,-0.4767,neu
weird kind cosmology pagan one poor middle like parent argument,-0.1027,neg
unlike new jersey toll reasonable toll are one way garden state parkway literally rough rate way want extra,0.0772,neu
work crew fix boy hope regular service soon,0.4404,neu
everyone polite absolutely,0.0,neu
lived amount sate city sale property tax surcharge pay significantly higher tax lived congestion tax heavily taxed population favor incompetently entity,0.3182,neu
congratulation,0.5994,pos
untold billion every year,0.0,neu
joe start even watching game,0.0,neu
nice one,0.4215,pos
welcome age twill nasty year ni,-0.1531,neu
click link make suggestion taken consideration,0.0,neu
video look fit performance game last season,0.3612,neu
happy,0.5719,pos
museum,0.0,neu
stop shoot back,-0.5574,neg
museum,0.0,neu
museum,0.0,neu
cop people frame video posted tagged cop mansion,0.0,neu
absolutely correct,0.0,neu
anyone give good explanation doesnt stop game night excuse stop refusing mean isle fan either leave game early wait,0.6571,neu
light currently north service approximately minute please plan ahead travel time assure working diligently restore normal time,0.7096,neu
miss,-0.1531,neg
morning commute anyone joining thick,0.0,neu
way approach congestion intelligently goal maximize revenue neither intelligent inclusive,0.1331,neu
celebrate canton teacher association member education support professional year award teaching excellence recipient many thanks well deserved recognition,0.9584,pos
really fair share fair anyone win always,0.8876,pos
update bolo ghetto go another innocent victim addition assume number one male,0.1531,neu
think get always bail much money going waste pay enough tax want pay already pay crazy price toll city money go,-0.7269,neu
many unarmed innocent victim subway bus time square,0.0772,neu
good morning east bound leaving cargo today,0.4404,neu
gon na early work first time life plan,0.0,neu
riding uptown video hack like make brain cake cinnamon bun even make homemade mayonnaise wonderfully random whoever thought somewhere child smiling,0.8555,neu
tiffany caban yes would well funded everyone fare,0.5859,neu
good morning jade sorry must proceed rush hour service affecting whole line information please visit,0.5994,neu
bound atlantic rudely left yea got time today,-0.4939,neu
wonder going broke keep guy,-0.4215,neu
transit guy money going serf far far people abysmal,0.0,neu
yes grateful today mark month since new restaurant along way hope come though grill,0.8225,neu
better notification current card holder want switch go make account,0.4939,neu
yes yes yes,0.7964,pos
conductor see opening door across platform would close door leave wait min really suck sometimes,-0.5256,neu
fund vital public service properly budget keep alive,0.5859,neu
update street going downtown car leaving downtown need type consistency,0.0,neu
morning bus arrive vehicle two year old girl waiting stop bus stopped block stop let people drove right past bus crowded,-0.802,neu
estimate upwards escalator terminal going fixed subway station become inaccessible without,0.0,neu
express run till,0.0,neu
victor hello concrete detail fair fare customer provided soon regard switch reduced fare program already yet switched notified due time option,0.3182,neu
keep encouraging people drive use public transportation current infrastructure support current,0.7269,neu
former head transport belief almost moral duty support home team chop change argument,-0.0164,neu
barely month new job driving bus route crazed man swinging foot long tree branch burst onto vehicle clubbing head,-0.128,neu
put urinal bum takin piss entrance station time smell horrible,-0.7351,neu
bus riding thing bunch dumb,-0.5106,neu
great job take bow,0.6249,pos
horrible service captive street minute forced stand foot ready call trapped captive cheer far superior,-0.1531,neg
retrograde always suck wild dick,-0.7351,neg
seen bus bus industry model bridge plaza bound,0.0,neu
really,0.0,neu
seen bus bus industry model bridge plaza bound,0.0,neu
whitestone bridge due accident bus whitestone allow extra time travel,-0.296,neu
mad expensive,-0.4939,neg
internal projection forecasting billion deficit may actually underestimate agency dire financial future according new analysis,-0.7845,neu
seen bus bus industry model flushing main bound limited,-0.2263,neu
billion dollar budget apparently bought surveillance camera store see anything describe,0.0,neu
seen bus bus industry model terminal bound,0.0,neu
seen new flyer industry bridge plaza bound,0.0,neu
hate tho,-0.5719,neg
year old must taxed good mankind,0.4404,neu
spor,0.0,neu
non rider sleeping stairway entrance area entry fare also common morning rush,0.0,neu
one million event one night tiffany caban,0.0,neu
seen bus bus industry model terminal bound limited,-0.2263,neu
basically life make decision ride politician ashamed soft crime policy,-0.765,neu
got bench people jerk,-0.34,neu
station went service,0.0,neu
museum,0.0,neu
seen new flyer industry forest bound,0.0,neu
seen bus bus industry model spring creek postal facility bound,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
personally want thank supporting un voting,0.6908,pos
teacher choice pay people enough money work subway,-0.1027,neu
seen bus bus industry model bed broadway bound,0.0,neu
seen bus bus industry model bed broadway bound,0.0,neu
seen bus bus industry model bed broadway bound,0.0,neu
seen new flyer industry island bound,0.0,neu
smart city excuse collect sell personal data,0.4588,neu
stuck around emergency brake taken,-0.5574,neg
seen bus bus industry model bed broadway bound,0.0,neu
seen new flyer industry island bound,0.0,neu
fix subway crime arrest people hold jail difficult continue enforce law please resign resign worse crime control rent,-0.9477,neg
simply way around state annual operation transit rider subject cut undermine service confidence system every year,0.0,neu
island bound young man smoking weed cart,0.0,neu
teacher choice great shame,0.25,pos
recent support ally original tweet link,0.6124,pos
museum,0.0,neu
mine professional miner rather graphic card actuality mining graphic card offer benefit select click link information miner,0.4588,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
plus official congestion tax strong arm motorist pay subsidize complete system fair evasion violence,0.0258,neu
hey alarm still going,-0.34,neu
museum,0.0,neu
tonight county premier game ko college grace front cover red,0.4215,neu
seen bus bus industry model terminal bound,0.0,neu
seen bus bus industry model downtown bound,0.0,neu
come office annoying early extra annoying fact left early gon na make get regular time priceless,-0.6597,neu
republic yes crazy dog bast medium reporter,0.0772,neu
raising price yet reliability expensive service get worse suck dick,-0.8519,neg
seen bus bus industry model terminal bound,0.0,neu
seen bus bus industry model downtown bound,0.0,neu
republic best example,0.6369,pos
work crew fix hope regular service soon,0.4404,neu
see one,0.0,neu
mismanagement,0.0,neu
leave min later usual still end work around time got ta love,0.6124,neu
seen bus bus industry model downtown bound,0.0,neu
bus stop passenger yesterday well catch bus number,0.0516,neu
please put mask mandate back everyone subway ugly,-0.25,neu
seen bus bus industry model downtown bound,0.0,neu
every morning mess service service make everyone late work everyday damn day never people want pay ride service,-0.6281,neu
course budget giving extra year easier number easily tell type happy birthday message hour come back min later say done ahead schedule,0.891,neu
republic well said,0.2732,pos
seen new flyer industry terminal bound,0.0,neu
teacher choice one one none,0.0,neu
seen bus bus industry model terminal bound,0.0,neu
optimal today pleasant temp clear rain snow wind morning evening major road currently dry wear whatever want good certain line part suspended,0.8625,neu
going downtown never came schedule,0.0,neu
levy make sense another hit interlining,0.0,neu
useless piece money service hard single thing go right time anywhere city especially black neighborhood,-0.4939,neu
levy yeah definitely lot rare frequent headway,0.5994,neu
republic understand need birth,0.0,neu
criminal islander game stop arena station queen village forcing customer pay money apologize issue refund,-0.6808,neu
anybody worked get good quality version last stream,0.4404,neu
important see post thank,0.5106,pos
bound terrible burning rubber smell station atlantic filled platform horrible smell left atlantic heading canal,-0.765,neu
tough decision await transit revenue fully rebound two year,-0.0258,neu
republic course brother,0.0,neu
soaring debt could blow plan major fix,-0.3612,neu
oh green make unable see via cam wow well two dummy mask,0.7096,neu
yet want charge congestion price force sardine death can wheel splash coco puff,-0.5574,neu
people said getting save money come go please,0.6705,neu
hi mel file report link able get bus el,0.0,neu
teacher choice thanks,0.4404,pos
way report limited bus driver empty bus fly waving stop,-0.5994,neu
extend wish,0.5267,pos
camera cop anything,0.0,neu
teacher choice student take subway school crap might see keep voting democrat,-0.3818,neu
human poop subway stop downtown elevator,-0.296,neu
lee leadership governor need make subway safe keep employee pair station give real light duty option pregnant woman woman lost child job situation worse,-0.3612,neu
way,0.0,neu
hill time let bring maybe offer help ease burden busy,0.3182,neu
hi time downtown run today park,0.0,neu
government million iodine tablet new york nuclear safety video also decontamination step station clear evidence clue nuclear war soon,0.128,neu
hi yes bus operate reduced schedule check schedule,0.4019,neu
give syndrome,0.0,neu
linden shop,0.0,neu
trip union run much service bus operator available see next bus,0.0,neu
four subway five hour congestion committee last night economically option car,0.0,neu
look like line,0.3612,pos
transit getting crazy subway,-0.34,neu
woman light last night mount win college great game woman player game good job anna,0.8957,neu
sure supply list law abiding licensed gun owner system please share data,0.5267,neu
best apology behavior,0.6597,pos
commuter bus day holiday schedule commuter bus service operate observance day except route route operate weekend holiday schedule,0.6597,neu
express local express local,0.0,neu
want raise fare new subway car disgusting station literally place criminal attack passenger,-0.8625,neg
domestic site medical nursing job,0.0,neu
ride home sick bed,-0.5106,neg
circle,0.0,neu
tough decision await transit revenue fully rebound two year,-0.0258,neu
tough decision await transit revenue fully rebound two year,-0.0258,neu
crime man subway police say attack unprovoked transit,-0.765,neg
dad subway slasher victim slam court suspect latest attack new york post transit,-0.8402,neg
oh fantastic fabulous time weekend,0.7906,pos
station arena open islander game eye isle transit,0.0,neu
thanks flip,0.4404,pos
bus trip depart run much service bus operator available check next bus,0.0,neu
bus depart square run much service bus operator available check next bus,0.0,neu
man punch bus driver head transit,0.0,neu
already think stress life stem,-0.4215,neu
gave opportunity share story element book old lady hanging good,0.7845,pos
bus depart run much service bus operator available check next bus,0.0,neu
meta social network horizon buggy employee barely,0.0,neu
get free ride nice,0.7269,pos
thanks much,0.4404,pos
jeff bourbon lead sale new york magazine transit,0.0,neu
grow,0.0,neu
top price jump last minute fort fort,0.2023,neu
planet mean,0.0,neu
riding via central park west local spring valley bound subway new york,0.0,neu
town service morning suck came mint early left station came next never even came,-0.4404,neu
subway bus upgrade ballooning debt say comptroller report new york daily news transit,-0.3612,neu
hey know spending due work home pandemic road system,0.0,neu
bus depart run much service bus operator available check next bus,0.0,neu
bus depart transit center run much service bus operator available check next bus,0.0,neu
bus trip depart run much service bus operator available check next bus,0.0,neu
bus trip depart mill run much service bus operator available check next bus,0.0,neu
following bus trip run transit center much service bus operator available check next bus,0.0,neu
great,0.6249,pos
former health north stamp corruption charge news transit,0.0,neu
bus depart transit center run much service bus operator available check next bus,0.0,neu
bus depart transit center run much service bus operator available check next bus,0.0,neu
station notice station notice,0.0,neu
bus depart south terrace run much service bus operator available check next bus,0.0,neu
sal willet point yard time,0.0,neu
cry stop stealing money put back always cry rich organization,-0.8176,neg
bus depart victory travis run much service bus operator available check next bus,0.0,neu
bus trip depart transit center run much service bus operator available check next bus,0.0,neu
bus trip depart run much service bus operator available check next bus,0.0,neu
might hold fare increase grim indeed,-0.34,neu
following bus trip run transit center much service bus operator available check next bus,0.0,neu
went job week plenty experience get could explain knowledge health safety didnt piece paper could job standing head think people know,0.4215,neu
following bus trip run much service bus operator available check next bus,0.0,neu
bus trip depart woodrow vineland run much service bus operator available check next bus,0.0,neu
bus trip depart marsh run much service bus operator available check next bus,0.0,neu
light service airport minor approximately minute time please plan ahead travel time working diligently restore normal service appreciate,0.7351,neu
following bus trip run transit center central park much service bus operator available check next bus,0.0,neu
septum becoming though like come septum time run remotely time school time suburb terminal treating employee right worst,-0.3818,neu
new ventilation system saving money city swagger back,0.0,neu
expect islander horrible organization treat fan base,0.128,pos
dumb place build arena station handicap accessible either dump shuttle bus long walk dump coliseum easy drive place close parking,-0.6808,neu
create motion graph explainer video cod illustration gift,0.6124,neu
overnight service joke,0.296,pos
levy call six minute service mean trunk three minute service presumably get within core bad system reach far rarely branch,-0.5267,neu
saw minute headway busy line remember late whether,0.0,neu
levy minute already low ball sub min line,-0.2732,neu
ready leave take saving buy truck cause truck driver like,0.5859,neu
currently next,0.0,neu
probably former contract worker knew someone gave copy key,0.0,neu
lot cheap skate men live,0.0,neu
cost ice vehicle time higher maintenance cost time higher battery cost data source indicate economically beneficial user particularly commercial purpose,0.4404,neu
going start three project,0.0,neu
local express local express,0.0,neu
reason folk love chasing falling knife never mean stock went would happen another example many,0.5574,neu
back era selective justice judiciary legislature government one group hustler thought would sit decision table languishing poverty,0.0258,neu
bad card phone hand tap screen already card locked reason,-0.0772,neu
congratulation mal,0.5994,pos
living average life nobody said rich,0.5574,neu
governor got taste construction project,0.0,neu
museum,0.0,neu
nothing currently stopping anyone carrying concealed weapon subway bus time square,-0.1916,neu
criminal already concealed carrying subway bus time square let good folk also madness option criminal conceal carry location make safe,-0.5994,neu
criminal illegally carrying gun legally carry subway bus every day powerless stop people would better someone common sense lack,-0.8481,neg
guess career path time tho swear,-0.0516,neu
crowded bus approximately whole bus way unacceptable remove cloth horrible passenger doubt bus look way,-0.8402,neu
work crew fix unthinkably complex hope regular service soon,0.4404,neu
chill give case taste stop circus,-0.296,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
people already carry concealed firearm subway bus time square,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
boarding change boarding change,0.0,neu
athletics happy team watched game got hat trick player game love sweetie,0.8979,pos
please stop racist suspect racism,-0.8807,neg
newspaper daily edition latest news story paper,0.0,neu
hook year debt payment report,-0.3612,neu
recent support ally original tweet link,0.6124,pos
one way fare,0.0,neu
second problem bail actually agree abuser get free bond rack arrest judge say time really minor low level offense like shop lifting fine breaking entering assault way,-0.7769,neu
take especially drive take coming,0.0,neu
another night incomprehensible subway system improve endless diversion recently month public transport system infinitely easier almost try bad,0.3566,neu
worthless politician want congestion charge use public transportation stop crime subway fix one thing first talk,-0.8074,neu
think person defend subway bus time square,0.0,neu
want go home,0.0772,neu
revenue pay system lack accountability management supposed wonder going next,-0.4019,neu
car homeless black female lying seat need outreach next stop,-0.5423,neu
getting cut cab driver fare congestion fee plan gaining billion add renovation budget billion get billion like,0.4939,neu
person menacing people flushing bound,0.0,neu
music video seen green specific bit partisan art almost always except,0.0,neu
passenger service supposed take power door open history keeping service defect,-0.34,neu
hate airplane late,-0.5719,neg
knife attack subway hour politician pushing ride subway swear safe,-0.1027,neu
campaign good customer also levy clarion call,0.4404,neu
overnight service strain overnight service,-0.0516,neu
headway acquired brain injury specialist support service offer range service sil support allied health referral program call visit information,0.3818,neu
believe time drop reason behind failure replace need work harder come back like,-0.4404,neu
giving finger driver many cyclist accept norm day bus giving finger driver saw sitting double delaying entire bus people speak,0.7506,neu
polar express yea papa,0.0,neu
express going still calling,0.0,neu
top subway station two flushing,0.2023,neu
effective immediately notice due construction green route divert green loch raven boulevard boulevard,0.4767,neu
transportation alliance forum morning important hear transportation infrastructure boost economy help everyday thank chamber commerce together host event,0.8271,neu
top issue faith lead way politically deserve better city,0.7579,pos
brand want leading world mass transportation instead going backwards bare minimum could keep clean even shame,-0.0258,neu
marc line union operating min due resolved mechanical issue,0.1779,neu
let tell never trust announcement bus day pa come telling give seat elderly moment bent as old broad,-0.4023,neu
eu de fosse might sound weird cause definitely bigger,0.25,neu
overnight service overnight service,0.0,neu
station station,0.0,neu
wan na raise price chill station,0.0,neu
forward feedback following link,0.0,neu
moron run subway line focus learn witty joke,-0.25,neu
subway fix normal line expand imbecile,-0.2263,neu
wish could took hong today system day ago spotless time clear announcement bathroom work store card like debit card throughout area wait stench late,0.5423,neu
uptown car wait crew member take street station move forward something fed derrick,0.0,neu
please reject governor murphy request slowdown congestion time move car culture never get keep going backwards,-0.1027,neu
tragic unsafe received billion covid increase safety,0.2732,pos
former line ran street height world trade center,0.0,neu
pedestrian flag bus immediately pepper spray driver,0.0,neu
bus driver slashed beef passenger,-0.2263,neu
got abolish hand pocket constantly always broke new transportation agency built scratch,0.1027,neu
dude multiple tonight different subway station matter say acceptable,0.34,neu
unsafe murder assault tragic harm victim family friend,-0.9313,neg
support,0.4019,pos
overnight service overnight service,0.0,neu
appear security wearing yellow orange vest otherwise wearing clothing standing guard emergency exit subway saw saw queen,-0.0516,neu
answer congestion charge,0.0,neu
postseason baseball back new york best way take root,0.6369,neu
would fare help,0.4019,pos
new york ten people injured police cruiser another vehicle afternoon curb breaking subway crash,-0.6597,neu
orange vest guy one counter like club count many come without paying,0.3612,neu
need put pressure mayor governor get security subway,0.0516,neu
desperately need extra get rider back public transit pandemic level face billion dollar debt according new report,-0.6249,neu
bush joke always issue never get resolved almost billion dollar budget complete joke incomplete organization top subway worked suck recent mayor,0.1979,neu
part suspended part suspended,-0.7351,neg
shady strike minute later see,-0.128,neu
action victory athletics,0.0,neu
score shutout win athletics photo joy,0.8225,pos
getting fare evasion make want avoid fare even even,-0.2263,neu
pay crime,-0.5994,neg
one want go back pandemic day could make bunch money losing number bus rider hop bus,-0.25,neu
desperately need extra get rider back public transit pandemic level face billion dollar debt according new report,-0.6249,neu
operating budget rider fare operating budget come tax subsidy already paying ride,0.0,neu
get corporate sponsorship hold dinner sell umbrella poncho visor raise ad cost install digital billboard ad raise transit rate,0.0,neu
received federal cover operating expense since make nearly nation transit rider federal transit operating fund,0.0,neu
overnight service overnight service,0.0,neu
begging nice,0.4215,pos
literally hop turnstile daily,0.0,neu
domestic violence victim drive survive unsafe billion received covid balance budget stop driver,-0.8126,neu
case diabolist politician kept perpetual state lawlessness guess people role model along,0.0,neu
wait next record time id,0.0,neu
hate bastard,-0.802,neg
seen work year,0.0,neu
already tax vehicle use tax driver license tax payroll sale tax hire vehicle auto rental tax tax mortgage recording property transfer petroleum tax state local tax got billion covid,0.0,neu
currently rage sobbing horrible blatant example one give unless ur rich afford take car everywhere,-0.7269,neu
er,0.0,neu
local express local express,0.0,neu
worked year rare,0.0,neu
worst run authority need complete overhaul,-0.5859,neg
going tonight scarce platform sight either platform throng people getting,0.0,neu
see people city trust cop,0.5106,neu
express local express local,0.0,neu
hey something cop giving ticket people hop station day hop station get ticket pay fair cop job,0.5106,neu
need new reformed entity need put charge entire state public transit system let eat cake moment murder smoking station give security cam,-0.5106,neu
comic con comic con please enforce mask mandate since end mandate almost week ago new york increase case county back high risk jump climbing,0.3612,neu
wrote sick security hole want write one,-0.1531,neu
sound like step right direction people carry bus monorail everyday,0.3612,neu
stepping enforcement fair evasion getting tough violent criminal would good place start,-0.5574,neg
comic con since end mask mandate almost week ago new york increase case county back high risk new jersey jump climbing comic con please enforce mask mandate event,0.3612,neu
get corporate sponsorship hold dinner sell umbrella poncho visor raise ad cost install digital billboard ad raise transit rate,0.0,neu
people able carry subway bus time square,0.0,neu
destroy pointed people public hearing billion received covid,-0.5423,neu
remember like yeah get airport lunch park station take city venue forgotten update though ing pandemic,0.4215,neu
announcement super important information hear word,0.6908,pos
currently east westbound service due single west station please plan travel time thank riding,0.5859,neu
know going happen agency country level covid transit worker covid care right like fact speak word,0.6908,neu
suspended service suspended,-0.7351,neg
bus proven stellar also consider state,0.0,neu
congratulation grab player game tonight tie game travel sat return home soccer,0.5994,neu
light minute north service please plan travel thank riding light,0.5859,neu
ludicrous argument longer high injury corridor without car common denominator far street without car indisputable data support also plain common sense,-0.6249,neu
part suspended part suspended,-0.7351,neg
top directly short stint offer saving ride problem first choice bad weather go cyclist quite stuck except car want displace,-0.7501,neu
panther settle tie read head return home weekend soccer,0.0,neu
thats voting lee prepare disappointed control subway cop mayor need increase reg cop lee nothing last year besides voting based crime short sighted woman gay right line,-0.6486,neu
trashy,0.0,neu
hold economy hostage winning looking year recovery student say know,0.5267,neu
yes normal route weekend work line early wed sat morning click link,0.4019,neu
amount money would give bus service frequent reliable insignificant one,-0.34,neu
fox ca air new fox fox fox corp web,0.0,neu
get one correct,0.0,neu
westbound bus depart minute usual time perform track inspection ensure continued safety reliability rail detail see traintime visit,0.6597,neu
recent support ally original tweet link,0.6124,pos
hey broadway lafayette obviously know,0.0,neu
saw really work,0.0,neu
bus lie,0.0,neu
another tangent walkable part way walkable city city really work expanding subway access area bus cutting,-0.128,neu
derrick sure know like change thing last minute,0.5859,neu
derrick maybe spaced little better really need work logistics,0.3832,neu
congratulation luke player game win athletics,0.8271,pos
third goal game late close win good work lady,0.7717,neu
stop uptown single downtown min going frequent downtown,-0.296,neu
right filthy floor aint nothing good floor,0.2594,neu
make hard save,0.4215,pos
welcome back min wait bound beach,0.4588,neu
governor start two way event day service arena station transit,0.0,neu
comic con weekend please add much service possible make run entire line flushing,0.3182,neu
irritate future trader one comment,-0.4215,neu
new every year transit system world fail make profit special finance always trouble corrupt blame low instead incompetence,-0.8126,neg
rocket outside trickle make play,0.34,neu
root whaler instead,0.0,neu
local express local express,0.0,neu
chip one eagle make minute play,0.34,neu
nice tip head hand morse goalie eagle,0.7184,pos
obvious marketing ploy finally get stop leaning door,-0.296,neu
directional service coming arena station transit,0.0,neu
reese fired job family job recruiting,-0.5574,neu
station notice station notice,0.0,neu
maybe meant consequence crook charge,0.0,neu
finance trouble governor murphy want stop congestion afraid people transit transit rider elite,-0.5574,neu
recent support ally original tweet link,0.6124,pos
crazy wan na see one else try jump subway track service bad enough without pull flow third rail,-0.7096,neu
weekend,0.0,neu
suspended service suspended,-0.7351,neg
subway bus upgrade ballooning debt say comptroller report yahoo news transit,-0.3612,neu
full time athletics,0.0,neu
announce everyone going uptown need get home another way least allow employee give transfer thanks wasting half hour time,-0.1195,neu
damn,-0.4019,neg
like new arena eastern county south shore screwed queen resident instead base,-0.1779,neu
yes fare free simple solution would benefit entire community genius logic,0.8834,pos
everyone,0.0,neu
towards think bus straight stop least people stop driver someone never people waiting waving knocking,-0.3612,neu
trip run much service operator available see next bus arrival,0.0,neu
man back subway station broad daylight attack new york post transit,-0.4767,neu
people coming new,0.0,neu
say wrong put extra cost back hard working driver essential worker new york pandemic right thing support,-0.2023,neu
another day service put man moon figure make proper announcement run normally,0.0,neu
score late half eagle take lead morse break,0.0,neu
bounce back recent loss win read head return home soccer,0.3612,neu
due best travel system literally stuck minute ever tonight stream noon apologize last minute switch,0.5574,neu
law people around shush say much appreciate second piece advice lot thank,0.6369,neu
toss transit worker race bias suit transit,-0.1027,neu
hello everyone new video made check door chime short,0.0,neu
project,0.0,neu
skipping station randomly lately live three station row announcement warning nothing,-0.34,neu
felt way fan,0.3182,pos
action victory athletics,0.0,neu
score win athletics photo joy,0.8225,pos
said lost million know hypothetically let say lost million idiot believe gon na gouge price make profit back talking mean thing,-0.6124,neu
card defective mailed claim form transferred new card obtain claim form station agent link aw,-0.4404,neu
debt could bar upgrade transit system comptroller new york daily news transit,-0.3612,neu
oh back peddling tweet said price capped everyone free know leverage lot drive want definitely penalize fare paying customer,0.743,neu
find back net midway point first half give lead,0.0,neu
hello visit one mobile site location balance old card new one use link information aw,0.0,neu
lead three luke nifty chip put red athletics,0.4019,neu
make wait pull platform,0.0,neu
yea get bitch,-0.5859,neg
hello first view schedule aw,0.0,neu
first express leave street yard towards main street tomorrow thank,0.3182,neu
second avenue subway phase project tremendous impact community district holding job information event want miss,-0.0772,neu
way traffic president bring as holy ridiculous pay,-0.4404,neu
hello mike sorry hear file formal complaint aw,-0.3612,neu
recent support ally original tweet link,0.6124,pos
worker,0.0,neu
dick root evil,-0.8271,neg
stream,0.0,neu
hi feature would use morning available connection chamber street public transit supposed life line deliberate time life death working class wage earner,-0.5994,neu
statement hate much,-0.5719,neg
suck donkey ball,-0.4404,neg
half lead athletics,0.0,neu
final varsity boy soccer morse eagle,0.0,neu
know may cause congestion someone car uptown like may help either em tell conductor person get since supposed go car,0.6369,neu
another,0.0,neu
think skill senior would well finding also witchy fit perfectly way possible millennial area yes would survive winter tho get cold,0.8885,neu
whole ordeal,0.0,neu
time neighborhood ticket sort thing much shame consistent standard across city,-0.4767,neu
better awful horn,-0.0258,neg
repeat,0.0,neu
would one thing ever,0.0,neu
undoubtedly one best right per shul hock guy open house last year setting,0.6369,neu
got new goal horn isle,0.0,neu
stop issue one specific vehicle need fix policy practice instead insulting public sham assurance isolated discipline,-0.6486,neu
roan put ball maze leg give lead athletics,0.0,neu
vehicle maybe much half safe legal distance fire hydrant already sticking illegally crosswalk good enough,0.5994,neu
error message end visiting link aw,-0.4019,neu
however law enforcement exempt prohibition people new york state license carry gun keep concealed according transit rule,-0.25,neu
live map,0.0,neu
people riding experienced situation happen thought safety measure prevent happening cost guess wrong imagine going home,-0.0516,neu
literally sitting across print ad telling mask cool listening announcement tin speaker telling every rider must wear mask,0.3182,neu
trying get money back charging twice pay,-0.1027,neu
really feel like robin hood every time open gate someone,0.4173,neu
carrying subway decidedly legal carrying new york city generally legal rule specifically weapon public transit rule doubt decision may issue state made law,-0.2764,neu
parent trying get quit job go work electrician year,0.0,neu
experience bus hair grey scary awful stuff safe traveling,-0.4767,neg
rob combine card,-0.5574,neg
love sign wish still sign encouraging people get wear mask,0.8834,pos
genius idea enforce parking traffic scooter law well use money improve finance,0.6124,neu
going bus stop away york gone neither came york stop,-0.5267,neu
last bit fun people cluster throughout genetically history within bell beaker people iron age southern much nation foreigner,0.5106,neu
open scoring absolute rocket shot minute red early lead athletics,0.0,neu
quite moment everyone think set play like,0.5994,neu
derrick spacing time,0.0,neu
underway game double header taking athletics,0.0,neu
knowing drive seem requirement becoming bus driver,0.0,neu
recent support ally original tweet link,0.6124,pos
yep parking issue get worse road redesign go forward congestion added top plus education issue crime homelessness exodus continue,-0.5574,neu
bravo reading time vote nothing prick,0.2584,neu
bus unreliable inefficient,0.0,neu
love there whole task force people paying bus fair there nothing done sa happening around definitely money safety sure,0.9231,pos
congratulation player game win athletics,0.8271,pos
subway purpose still get lot advertising use money open plan drone journalist right ask,0.0,neu
balancing transit budget difficult feat,-0.3612,neu
purpose congestion,0.0,neu
point,0.0,neu
half boy soccer lead morse eagle,0.0,neu
late register join learn keeping teaching license,0.296,neu
deray imagine thinking anything like profitable,0.6597,pos
crazy would work tomorrow,-0.34,neu
